Current Loan Amount,Credit Score,Annual Income,Years in current job,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Loan Given
442156.0,718.0,1575176.0,0,2,23496.54,15.7,107.0,11.0,0.0,3021.0,158774.0,0.0,0.0,True
265012.0,747.0,4291245.0,10,0,51852.52,15.7,17.0,11.0,0.0,48754.0,161282.0,0.0,0.0,True
301818.0,724.0,651643.0,1,0,14770.22,13.6,2.0,12.0,0.0,127680.0,1173370.0,0.0,0.0,True
353056.0,664.0,1152426.0,1,1,5800.51,16.3,3.0,9.0,0.0,190836.0,736582.0,0.0,0.0,False
109054.0,743.0,998241.0,10,0,20796.64,29.1,7.0,12.0,0.0,641972.0,854420.6,0.0,0.0,True
537680.0,657.0,928720.0,2,0,5015.05,20.9,76.0,9.0,3.0,35207.0,199782.0,3.0,0.0,True
197780.0,702.0,1909310.0,4,1,7255.34,18.7,16.0,9.0,0.0,49039.0,350548.0,0.0,0.0,True
132836.0,694.0,803035.0,4,5,16461.98,13.5,23.0,9.0,0.0,106780.0,128414.0,0.0,0.0,True
45034.0,731.0,1049902.0,6,0,27647.47,19.3,7.0,6.0,0.0,430559.0,991144.0,0.0,0.0,True
260128.0,732.0,1310449.0,10,0,3691.13,15.1,31.0,13.0,0.0,89129.0,1063920.0,0.0,0.0,True
110902.0,683.0,2106929.0,10,0,5899.31,19.0,25.0,5.0,1.0,148694.0,261668.0,1.0,0.0,False
161348.0,745.0,1021915.0,4,0,5850.48,14.7,23.0,8.0,0.0,0.0,0.0,0.0,0.0,True
65890.0,740.0,1062195.0,10,0,12126.56,21.3,24.0,10.0,0.0,167675.0,302896.0,0.0,0.0,True
219208.0,743.0,984447.0,4,0,14848.69,21.3,58.0,8.0,1.0,122512.0,247544.0,1.0,0.0,True
393272.0,616.0,1777754.0,2,0,18814.56,16.5,17.0,10.0,0.0,616018.0,870914.0,0.0,0.0,False
219626.0,727.0,531088.0,3,0,13144.58,16.8,9.0,14.0,1.0,148105.0,441980.0,1.0,0.0,False
60280.0,719.0,818026.0,3,0,12952.11,22.9,15.0,9.0,0.0,49913.0,124828.0,0.0,0.0,True
79134.0,637.0,2847720.0,10,1,10156.83,28.0,37.0,8.0,0.0,104747.0,127512.0,0.0,0.0,False
330506.0,716.0,2283420.0,5,1,22073.06,22.6,41.0,13.0,0.0,231135.0,649594.0,0.0,0.0,False
134134.0,735.0,1044943.0,2,0,9360.92,16.6,15.0,7.0,0.0,250173.0,366674.0,0.0,0.0,True
764390.0,702.0,2829195.0,10,1,42673.62,14.8,9.0,17.0,0.0,180994.0,185460.0,0.0,0.0,False
307604.0,736.0,2884238.0,3,3,1153.68,26.4,4.0,20.0,0.0,34808.0,309966.8,0.0,0.0,True
265452.0,691.0,1528360.0,10,0,7183.33,17.7,70.0,6.0,1.0,142747.0,170390.0,1.0,0.0,False
85250.0,737.0,849623.0,0,4,14139.04,24.7,58.0,13.0,1.0,323342.0,465674.0,0.0,0.0,True
261316.0,724.0,693728.0,5,1,8931.71,14.3,53.0,7.0,0.0,100016.0,224422.0,0.0,0.0,True
629926.0,728.0,3108704.0,4,0,60101.56,25.5,54.0,25.0,0.0,288591.0,1427998.0,0.0,0.0,True
110506.0,741.0,954275.0,6,0,22902.6,14.2,27.0,27.0,0.0,264518.0,417868.0,0.0,0.0,True
107800.0,732.0,949620.0,10,4,1210.87,17.1,15.0,7.0,1.0,19855.0,58190.0,0.0,0.0,False
663432.0,726.0,1772377.0,0,0,24960.87,29.7,43.0,20.0,0.0,273809.0,946374.0,0.0,0.0,False
661914.0,679.0,2080823.0,0,1,25663.49,19.6,66.0,10.0,0.0,102315.0,243738.0,0.0,0.0,False
267454.0,743.0,1020186.0,2,0,17173.34,14.0,72.0,12.0,0.0,153672.0,343486.0,0.0,0.0,True
215402.0,692.0,1190578.0,3,1,13394.05,9.0,31.0,9.0,0.0,32566.0,369776.0,0.0,0.0,True
344036.0,700.0,3157002.0,2,1,10760.27,16.0,9.0,9.0,0.0,91162.0,290774.0,0.0,0.0,False
760760.0,676.0,1689480.0,4,2,11094.29,8.0,9.0,15.0,0.0,289807.0,916828.0,0.0,0.0,False
47498.0,714.0,950969.0,10,2,13868.48,21.7,17.0,4.0,0.0,211432.0,287012.0,0.0,0.0,True
332486.0,746.0,1914250.0,3,0,13367.83,32.8,22.0,12.0,0.0,379126.0,1310364.0,0.0,0.0,True
758230.0,646.0,4303139.0,2,0,33779.72,28.0,9.0,11.0,1.0,153881.0,984434.0,0.0,1.0,False
55880.0,640.0,1679125.0,0,4,7360.22,17.0,33.0,5.0,0.0,0.0,0.0,0.0,0.0,True
47520.0,702.0,746016.0,0,0,19893.76,8.8,28.0,7.0,0.0,32908.0,90706.0,0.0,0.0,True
66770.0,726.0,968715.0,4,0,8016.1,38.3,12.0,10.0,0.0,150936.0,753324.0,0.0,0.0,False
134112.0,703.0,2104136.0,10,0,61545.94,24.4,41.0,14.0,3.0,161644.4,246923.6,0.0,3.0,False
182160.0,724.0,1058262.0,10,0,13051.86,18.9,77.0,7.0,1.0,39672.0,52800.0,1.0,0.0,True
328658.0,716.0,1702989.0,9,0,41581.31,12.5,19.0,16.0,0.0,138966.0,317988.0,0.0,0.0,True
66374.0,715.0,1050757.0,10,0,21365.12,18.8,58.0,8.0,0.0,139935.0,265628.0,0.0,0.0,True
223432.0,746.0,1591953.0,2,0,10891.75,24.9,64.0,16.0,0.0,137883.0,355586.0,0.0,0.0,True
259864.0,743.0,935085.0,10,0,20026.38,17.5,32.0,10.0,0.0,191197.0,383042.0,0.0,0.0,True
353518.0,715.0,763268.0,3,2,3549.2,10.8,35.0,7.0,0.0,97166.0,148038.0,0.0,0.0,True
67034.0,692.0,1157898.0,10,1,23621.18,17.7,53.0,8.0,0.0,415796.0,502568.0,0.0,0.0,False
209440.0,686.0,761596.0,2,1,14724.05,23.5,23.0,8.0,0.0,149226.0,204996.0,0.0,0.0,True
142362.0,713.0,1253658.0,4,0,12954.39,16.0,43.0,7.0,0.0,530613.0,758516.0,0.0,0.0,True
779020.0,671.0,2960238.0,10,0,54024.22,26.7,8.0,14.0,0.0,622212.0,749694.0,0.0,0.0,False
328328.0,721.0,1304312.0,10,0,25434.16,24.7,28.0,12.0,0.0,345116.0,591118.0,0.0,0.0,True
772310.0,670.0,4192540.0,10,0,29347.78,19.9,21.0,5.0,0.0,46037.0,207438.0,0.0,0.0,False
157762.0,739.0,1513920.0,10,0,21699.52,13.7,54.0,6.0,0.0,58178.0,175406.0,0.0,0.0,True
270468.0,704.0,572052.0,2,1,9705.77,14.2,59.0,10.0,0.0,180272.0,342188.0,0.0,0.0,True
70400.0,699.0,912095.0,3,5,4750.57,9.9,20.0,4.0,0.0,32870.0,92378.0,0.0,0.0,False
232826.0,739.0,1945923.0,10,1,21891.61,16.8,45.0,8.0,0.0,83866.0,161832.0,0.0,0.0,True
55924.0,737.0,927314.0,0,2,17078.15,14.2,49.0,8.0,0.0,140087.0,308946.0,0.0,0.0,True
646536.0,703.0,1582054.0,10,0,6908.4,25.5,18.0,11.0,0.0,2090.0,241384.0,0.0,0.0,True
125422.0,692.0,1786399.0,2,0,20097.06,17.0,25.0,8.0,3.0,37639.0,223498.0,3.0,0.0,False
115720.0,708.0,452542.0,6,3,6825.75,18.9,16.0,7.0,0.0,100738.0,194414.0,0.0,0.0,False
198836.0,730.0,752780.0,10,3,5721.09,18.7,47.0,9.0,1.0,52478.0,215446.0,1.0,0.0,False
158444.0,737.0,646190.0,3,2,8508.2,15.0,78.0,6.0,0.0,171589.0,330022.0,0.0,0.0,True
216348.0,738.0,1494768.0,10,0,14698.59,19.0,70.0,16.0,0.0,154698.0,408936.0,0.0,0.0,True
569624.0,684.0,1229870.0,6,0,24802.22,27.3,44.0,11.0,0.0,110789.0,253506.0,0.0,0.0,True
214896.0,715.0,1484736.0,10,0,15589.69,22.5,7.0,11.0,0.0,53656.0,212762.0,0.0,0.0,True
92312.0,714.0,1283108.0,4,2,18605.18,18.6,66.0,8.0,0.0,117610.0,340450.0,0.0,0.0,True
340868.0,721.0,811452.0,4,0,9602.03,14.5,73.0,7.0,1.0,35815.0,203302.0,1.0,0.0,False
773014.0,628.0,1907410.0,0,2,6882.56,16.9,39.0,12.0,1.0,41515.0,476036.0,0.0,1.0,False
324368.0,705.0,4855526.0,5,8,57861.65,21.9,24.0,13.0,0.0,87166.3,263522.6,0.0,0.0,False
312246.0,739.0,3948751.0,7,0,60218.41,25.9,20.0,12.0,0.0,154774.0,378862.0,0.0,0.0,True
80806.0,732.0,872442.0,6,0,4616.81,13.5,26.0,9.0,0.0,66785.0,556380.0,0.0,0.0,True
227700.0,707.0,686109.0,10,0,10280.14,24.7,16.0,6.0,0.0,139574.0,336006.0,0.0,0.0,True
307714.0,737.0,801078.0,1,0,14352.657000000001,28.7,75.0,13.0,0.0,124356.9,1482932.0,0.0,0.0,False
326964.0,699.0,1223638.0,1,0,19170.24,20.4,76.0,14.0,0.0,458090.0,566698.0,0.0,0.0,False
368720.0,707.0,2517025.0,2,0,20429.94,16.5,28.0,7.0,0.0,6707.0,44154.0,0.0,0.0,True
112706.0,741.0,973370.0,1,0,14438.48,15.5,19.0,14.0,0.0,579500.0,1018204.0,0.0,0.0,True
123486.0,738.0,969475.0,2,0,17854.49,18.5,26.0,6.0,0.0,64961.0,112266.0,0.0,0.0,True
267696.0,701.0,2446782.0,3,0,24059.89,19.7,75.0,13.0,0.0,543647.0,740586.0,0.0,0.0,True
147994.0,718.0,595232.0,2,0,5009.92,20.3,21.0,4.0,0.0,114608.0,389136.0,0.0,0.0,True
699270.0,607.0,3104277.0,6,0,42683.88,15.4,17.0,9.0,0.0,156066.0,206998.0,0.0,0.0,False
215116.0,675.0,668819.0,3,3,2396.66,14.1,46.0,3.0,0.0,58463.0,90398.0,0.0,0.0,False
258104.0,622.0,873088.0,3,1,8046.88,10.5,21.0,7.0,0.0,52440.0,122672.0,0.0,0.0,False
222904.0,691.0,481270.0,2,0,7259.14,26.0,52.0,10.0,1.0,127889.0,334246.0,1.0,0.0,False
461340.0,662.0,1128942.0,10,0,14958.51,20.0,33.0,17.0,0.0,367631.0,605528.0,0.0,0.0,False
109472.0,726.0,578341.0,0,0,15856.07,18.0,1.0,10.0,0.0,256690.0,669416.0,0.0,0.0,True
108658.0,700.0,882018.0,8,0,13891.66,16.0,7.0,8.0,0.0,341297.0,717222.0,0.0,0.0,False
613118.0,621.0,1724972.0,8,7,47293.28,28.6,25.0,12.0,0.0,80343.4,1366090.0,0.0,0.0,False
322080.0,739.0,1352211.0,10,0,18254.82,15.7,12.0,11.0,0.0,126806.0,270886.0,0.0,0.0,True
207724.0,674.0,1121190.0,10,6,26815.08,13.8,42.0,14.0,0.0,71478.0,207944.0,0.0,0.0,False
132594.0,729.0,668002.0,4,2,534.47,13.4,28.0,3.0,0.0,31008.0,150260.0,0.0,0.0,True
531322.0,621.0,1873723.0,6,0,22843.89,12.7,20.0,8.0,0.0,137104.0,254408.0,0.0,0.0,True
88968.0,734.0,1440827.0,2,0,21252.07,13.3,5.0,8.0,0.0,68153.0,153560.0,0.0,0.0,True
35398.0,611.0,802541.0,4,1,9764.29,17.5,34.0,4.0,0.0,4104.0,6644.0,0.0,0.0,False
758846.0,724.0,1722654.0,10,0,24834.9,23.4,62.0,11.0,1.0,93670.0,331716.0,1.0,0.0,True
403766.0,670.0,1714959.0,10,0,21436.94,21.0,52.0,8.0,0.0,107236.0,149974.0,0.0,0.0,False
483824.0,742.0,956175.0,3,0,6231.05,24.8,23.0,10.0,0.0,589.0,343222.0,0.0,0.0,True
531520.0,679.0,1452645.0,2,3,26268.64,8.9,3.0,13.0,0.0,123386.0,998998.0,0.0,0.0,True
89012.0,722.0,922393.0,7,2,14258.74,22.4,59.0,5.0,0.0,71079.0,93434.0,0.0,0.0,True
132902.0,715.0,1912920.0,0,1,3953.52,15.4,37.0,9.0,0.0,79344.0,168278.0,0.0,0.0,False
664950.0,722.0,2488525.0,10,3,27166.39,13.7,44.0,10.0,0.0,226898.0,356972.0,0.0,0.0,False
536756.0,715.0,1882026.0,10,0,27603.01,14.5,28.0,26.0,0.0,297255.0,764830.0,0.0,0.0,True
165704.0,702.0,1335719.0,0,5,26937.06,18.4,20.0,13.0,0.0,163096.0,342738.0,0.0,0.0,False
67320.0,746.0,2345208.0,6,0,32637.63,22.5,51.0,10.0,0.0,241376.0,363462.0,0.0,0.0,True
269632.0,735.0,2018085.0,3,5,14715.12,25.1,22.0,14.0,0.0,100890.0,934516.0,0.0,0.0,True
185086.0,715.0,1860119.0,5,0,6789.46,10.1,50.0,8.0,0.0,193477.0,383614.0,0.0,0.0,True
553520.0,690.0,4780400.0,2,1,29319.66,18.6,62.0,24.0,0.0,134862.0,709808.0,0.0,0.0,True
640926.0,713.0,1453690.0,5,0,6129.78,21.6,62.0,5.0,0.0,19798.0,56166.0,0.0,0.0,True
442420.0,686.0,1510329.0,3,2,38261.63,12.5,21.0,12.0,0.0,174952.0,238898.0,0.0,0.0,True
77022.0,736.0,836247.0,10,2,494.76,18.8,33.0,6.0,1.0,49533.0,189288.0,1.0,0.0,False
533764.0,672.0,1599344.0,2,0,33186.16,17.5,47.0,21.0,0.0,90259.5,1311288.0,0.0,0.0,True
319880.0,700.0,845690.0,5,0,9936.81,8.9,40.0,5.0,0.0,181507.0,319880.0,0.0,0.0,True
221364.0,712.0,3058848.0,0,0,45220.0,18.6,24.0,17.0,0.0,204601.5,412728.8,0.0,0.0,True
439912.0,725.0,2374525.0,10,0,26911.41,17.5,78.0,9.0,0.0,189359.7,252601.8,0.0,0.0,False
327602.0,714.0,1010971.0,10,0,22409.74,25.4,18.0,11.0,0.0,65854.0,224906.0,0.0,0.0,False
224884.0,732.0,2719052.0,10,0,21367.21,15.9,73.0,12.0,0.0,99199.0,261074.0,0.0,0.0,True
99110.0,725.0,2624888.0,1,2,2690.59,22.6,54.0,5.0,0.0,35131.0,74910.0,0.0,0.0,True
552376.0,669.0,2480621.0,0,0,6139.47,21.9,18.0,12.0,0.0,180500.0,725670.0,0.0,0.0,False
652542.0,595.0,4658762.0,2,0,8152.8240000000005,24.4,53.0,31.0,0.0,470991.0,918104.0,0.0,0.0,False
153164.0,714.0,2494206.0,10,1,1351.09,21.7,46.0,4.0,0.0,65911.0,412500.0,0.0,0.0,True
258478.0,656.0,1515896.0,10,0,10194.45,16.0,38.0,7.0,0.0,0.0,0.0,0.0,0.0,False
465190.0,691.0,2678354.0,2,1,45085.67,23.3,6.0,13.0,0.0,160158.6,253688.6,0.0,0.0,True
178948.0,722.0,1158753.0,10,0,17188.16,24.4,65.0,7.0,0.0,141607.0,219230.0,0.0,0.0,True
177540.0,725.0,1820713.0,7,0,6554.62,13.4,42.0,13.0,0.0,148029.0,310530.0,0.0,0.0,True
655974.0,717.0,1548500.0,10,0,33163.74,14.1,37.0,13.0,0.0,165927.0,594836.0,0.0,0.0,False
109692.0,727.0,795758.0,8,0,12533.35,17.0,24.0,10.0,1.0,85025.0,289586.0,1.0,0.0,True
217712.0,726.0,1707264.0,9,0,24186.05,17.5,10.0,13.0,0.0,470364.0,1057540.0,0.0,0.0,True
240724.0,728.0,1104432.0,6,2,14964.97,20.2,53.0,12.0,0.0,263929.0,731104.0,0.0,0.0,True
172436.0,731.0,1210053.0,5,1,22587.58,19.3,50.0,17.0,0.0,125533.0,353650.0,0.0,0.0,True
461582.0,737.0,3511846.0,0,1,61749.81,25.5,16.0,19.0,0.0,505020.0,1382414.0,0.0,0.0,True
187484.0,692.0,979013.0,4,3,17785.33,22.3,23.0,14.0,1.0,134140.0,341374.0,1.0,0.0,True
215732.0,724.0,988399.0,5,0,4736.13,21.0,55.0,9.0,1.0,106894.0,276276.0,1.0,0.0,True
333036.0,692.0,1533984.0,1,0,16106.87,18.0,41.0,22.0,2.0,229406.0,772178.0,2.0,0.0,True
162382.0,706.0,1308853.0,1,0,10023.64,16.6,31.0,11.0,0.0,97907.0,439384.0,0.0,0.0,False
98296.0,722.0,1043442.0,8,3,9477.77,23.2,78.0,10.0,0.0,40166.0,134024.0,0.0,0.0,False
233684.0,720.0,1660638.0,5,2,13382.08,16.7,26.0,5.0,0.0,129827.0,158070.0,0.0,0.0,True
166804.0,722.0,1247616.0,0,0,7028.29,20.2,37.0,8.0,0.0,181754.0,251438.0,0.0,0.0,True
394900.0,702.0,1231542.0,10,0,26580.81,33.8,39.0,18.0,0.0,675051.0,1494526.0,0.0,0.0,False
426272.0,662.0,2219523.0,5,0,27559.12,15.0,0.0,12.0,0.0,94487.0,308220.0,0.0,0.0,False
238106.0,721.0,592800.0,4,1,5384.6,9.0,23.0,24.0,0.0,71535.0,374836.0,0.0,0.0,True
75570.0,642.0,805524.0,10,1,8780.28,16.0,20.0,4.0,0.0,12521.0,15114.0,0.0,0.0,False
354288.0,670.0,3824700.0,5,1,61832.65,11.9,36.0,6.0,0.0,0.0,0.0,0.0,0.0,False
386100.0,668.0,1549887.0,10,0,11740.48,24.7,2.0,16.0,2.0,64961.0,378004.0,1.0,1.0,False
330484.0,700.0,2042766.0,4,0,26385.49,22.0,49.0,10.0,0.0,216714.0,347072.0,0.0,0.0,False
676500.0,694.0,2921250.0,6,0,2142.25,12.5,12.0,8.0,0.0,84797.0,1128534.0,0.0,0.0,True
647944.0,747.0,1131659.0,10,1,292.22,39.2,53.0,12.0,0.0,9595.0,1233848.0,0.0,0.0,True
178706.0,730.0,1157556.0,8,0,16302.19,28.4,32.0,17.0,0.0,179797.0,473132.0,0.0,0.0,True
86922.0,725.0,375364.0,1,4,2590.08,12.8,24.0,6.0,0.0,13870.0,99748.0,0.0,0.0,True
541486.0,642.0,1089403.0,7,4,3985.44,31.9,29.0,13.0,0.0,30400.0,246136.0,0.0,0.0,False
107624.0,735.0,1635710.0,10,0,30574.42,28.1,56.0,9.0,0.0,305634.0,475662.0,0.0,0.0,True
88924.0,723.0,1135706.0,5,0,8337.96,16.8,81.0,6.0,0.0,75753.0,271590.0,0.0,0.0,True
33330.0,714.0,686679.0,2,5,7668.02,20.6,59.0,9.0,1.0,198892.0,324346.0,0.0,0.0,True
396242.0,720.0,1687599.0,6,0,8564.63,14.1,16.0,6.0,1.0,8626.0,34804.0,0.0,0.0,True
369512.0,690.0,1216418.0,1,0,11900.65,16.2,72.0,6.0,1.0,365085.0,695266.0,1.0,0.0,True
270512.0,730.0,1168386.0,10,0,25607.25,18.6,15.0,16.0,1.0,342513.0,816024.0,0.0,1.0,True
551430.0,688.0,1523952.0,10,0,21335.29,23.4,33.0,17.0,0.0,100491.0,445808.0,0.0,0.0,False
449108.0,715.0,1260574.0,2,0,15977.67,16.2,16.0,21.0,0.0,259711.0,922460.0,0.0,0.0,True
415206.0,704.0,2349825.0,0,0,33093.44,20.3,6.0,20.0,0.0,210729.0,829950.0,0.0,0.0,True
243738.0,665.0,1103957.0,10,1,3403.85,14.5,19.0,4.0,0.0,2812.0,37114.0,0.0,0.0,False
779790.0,693.0,1654748.0,4,0,10204.33,7.6,68.0,15.0,0.0,104956.0,636306.0,0.0,0.0,False
547756.0,704.0,1129607.0,5,0,18544.19,14.9,12.0,7.0,0.0,173071.0,222420.0,0.0,0.0,True
462242.0,734.0,2053026.0,8,1,1197.57,24.0,44.0,7.0,0.0,33972.0,1356344.0,0.0,0.0,False
257598.0,727.0,724546.0,6,0,670.32,10.8,25.0,5.0,0.0,38380.0,137588.0,0.0,0.0,True
